run_index,seed,pdr,latency,dao_pdr,p6_add,p6_del,p6_succ,p6_fail,p6_total,dio_tx,dio_rx,net_conv,avg_va,avg_eta,rpl_total,adhoc_tx,power_on
1,940946,0.18,5521.79,,,,,,,,,,68.82,64.7,6926,8189,
2,632939,0.14,2949.01,,,,,,,,,,59.37,65.8,7136,8185,
3,431324,0.12,4483.53,,,,,,,,,,66.38,58.7,7001,8203,
4,505627,0.1,3959.93,,,,,,,,,,36258582.49,62.3,7636,8191,
5,866048,0.1,6539.04,,,,,,,,,,77307307.01,62.9,6748,8194,
