scenario,n_runs,rpl_dio_mean,rpl_dio_std,rpl_dio_ci95,rpl_dio_n,rpl_dis_mean,rpl_dis_std,rpl_dis_ci95,rpl_dis_n,rpl_dao_mean,rpl_dao_std,rpl_dao_ci95,rpl_dao_n,rpl_total_mean,rpl_total_std,rpl_total_ci95,rpl_total_n,adhoc_tx_mean,adhoc_tx_std,adhoc_tx_ci95,adhoc_tx_n,adhoc_rx_mean,adhoc_rx_std,adhoc_rx_ci95,adhoc_rx_n,conv_count_mean,conv_count_std,conv_count_ci95,conv_count_n,first_conv_mean,first_conv_std,first_conv_ci95,first_conv_n,last_conv_mean,last_conv_std,last_conv_ci95,last_conv_n,avg_conv_mean,avg_conv_std,avg_conv_ci95,avg_conv_n,avg_va_mean,avg_va_std,avg_va_ci95,avg_va_n,max_va_mean,max_va_std,max_va_ci95,max_va_n,perfect_pct_mean,perfect_pct_std,perfect_pct_ci95,perfect_pct_n,avg_eta_sc_mean,avg_eta_sc_std,avg_eta_sc_ci95,avg_eta_sc_n,min_eta_sc_mean,min_eta_sc_std,min_eta_sc_ci95,min_eta_sc_n,max_eta_sc_mean,max_eta_sc_std,max_eta_sc_ci95,max_eta_sc_n,udp_pdr_mean,udp_pdr_std,udp_pdr_ci95,udp_pdr_n,udp_latency_mean,udp_latency_std,udp_latency_ci95,udp_latency_n,udp_buf_drop_mean,udp_buf_drop_std,udp_buf_drop_ci95,udp_buf_drop_n
30_grid,5,842.2,32.17452408350433,39.94354364650187,5,224.4,48.96733605169879,60.79123096763215,5,298.0,60.93439094632849,75.64791006762843,5,1364.6,136.12053482116502,168.9888717453312,5,12510.2,22.409819276379718,27.82100496818905,5,47465.2,1274.8918385494512,1582.7335212637151,5,1.0,2.23606797749979,2.776,5,212.45,0.0,0,1,3404.7,0.0,0,1,1995.75,0.0,0,1,145.424,4.290219108623716,5.3261566130274565,5,409.0,0.0,0.0,5,25.02,2.0376457003120043,2.5296656993365736,5,64.61999999999999,1.1882760622010338,1.4752030715803137,5,43.3,0.0,0.0,5,94.67999999999999,6.520122698231991,8.09450374157675,5,49.842,0.35471115009258064,0.4403614570599951,5,1102.5880000000002,75.34826554075418,93.54223004213353,5,414.0,19.183326093250876,23.815426798611018,5
