scenario,n_runs,rpl_dio_mean,rpl_dio_std,rpl_dio_ci95,rpl_dio_n,rpl_dis_mean,rpl_dis_std,rpl_dis_ci95,rpl_dis_n,rpl_dao_mean,rpl_dao_std,rpl_dao_ci95,rpl_dao_n,rpl_total_mean,rpl_total_std,rpl_total_ci95,rpl_total_n,adhoc_tx_mean,adhoc_tx_std,adhoc_tx_ci95,adhoc_tx_n,adhoc_rx_mean,adhoc_rx_std,adhoc_rx_ci95,adhoc_rx_n,conv_count_mean,conv_count_std,conv_count_ci95,conv_count_n,first_conv_mean,first_conv_std,first_conv_ci95,first_conv_n,last_conv_mean,last_conv_std,last_conv_ci95,last_conv_n,avg_conv_mean,avg_conv_std,avg_conv_ci95,avg_conv_n,avg_va_mean,avg_va_std,avg_va_ci95,avg_va_n,max_va_mean,max_va_std,max_va_ci95,max_va_n,perfect_pct_mean,perfect_pct_std,perfect_pct_ci95,perfect_pct_n,avg_eta_sc_mean,avg_eta_sc_std,avg_eta_sc_ci95,avg_eta_sc_n,min_eta_sc_mean,min_eta_sc_std,min_eta_sc_ci95,min_eta_sc_n,max_eta_sc_mean,max_eta_sc_std,max_eta_sc_ci95,max_eta_sc_n,udp_pdr_mean,udp_pdr_std,udp_pdr_ci95,udp_pdr_n,udp_latency_mean,udp_latency_std,udp_latency_ci95,udp_latency_n,udp_buf_drop_mean,udp_buf_drop_std,udp_buf_drop_ci95,udp_buf_drop_n,energest_cpu_mean,energest_cpu_std,energest_cpu_ci95,energest_cpu_n,energest_lpm_mean,energest_lpm_std,energest_lpm_ci95,energest_lpm_n,energest_tx_mean,energest_tx_std,energest_tx_ci95,energest_tx_n,energest_rx_mean,energest_rx_std,energest_rx_ci95,energest_rx_n,energest_total_mean,energest_total_std,energest_total_ci95,energest_total_n,power_cpu_mean,power_cpu_std,power_cpu_ci95,power_cpu_n,power_lpm_mean,power_lpm_std,power_lpm_ci95,power_lpm_n,power_tx_mean,power_tx_std,power_tx_ci95,power_tx_n,power_rx_mean,power_rx_std,power_rx_ci95,power_rx_n,power_total_mean,power_total_std,power_total_ci95,power_total_n
10_random,5,533.0,145.25666938216642,180.3310625000585,5,55.2,9.5236547606473,11.82328349655881,5,120.2,31.47538720969132,39.07558972862725,5,708.4,181.7864131336553,225.68145867518666,5,3197.6,117.84651034290324,146.30231102262192,5,17509.2,659.1522585867395,818.3144198875148,5,11.0,0.0,0.0,5,64.858,18.423068962580587,22.871594224656576,5,141.03,33.75597724848149,41.90686230682512,5,92.478,15.763911951035508,19.570344021922153,5,0.344,0.14774978849392645,0.1834261824713146,5,1.6,0.5477225575051661,0.6799783525966101,5,71.64,10.534372311628255,13.078053901464086,5,100.0,0.0,0.0,5,100.0,0.0,0.0,5,100.0,0.0,0.0,5,62.664,3.616874341195726,4.490222690987165,5,560.906,75.14488192817925,93.28973641752589,5,311.6,175.09226139381488,217.37090397971846,5,192046852.4,5500038.962658473,6828105.546867863,5,1100837343.6,44600127.82695235,55369495.06609146,5,4276010.0,88101.22070947711,109374.57677962362,5,66464440.6,5131093.547666744,6370072.748973134,5,1294486069.0,50126096.10935039,62229790.95436277,5,0.8459199999999999,0.010940840918320703,0.013582670426333729,5,0.13904,0.0004098780306383835,0.0005088492051678959,5,0.19838,0.006721011828586521,0.008343900553961552,5,2.7313199999999997,0.25902004169561854,0.3215643008094125,5,3.91462,0.26570684409702344,0.32986573155887267,5
