time,n,rpl_dio_mean,rpl_dio_std,rpl_dis_mean,rpl_dis_std,rpl_dao_mean,rpl_dao_std,rpl_total_mean,rpl_total_std,adhoc_tx_mean,adhoc_tx_std,adhoc_rx_mean,adhoc_rx_std,conv_count_mean,conv_count_std,first_conv_mean,first_conv_std,last_conv_mean,last_conv_std,avg_conv_mean,avg_conv_std,avg_va_mean,avg_va_std,max_va_mean,max_va_std,perfect_pct_mean,perfect_pct_std,avg_eta_sc_mean,avg_eta_sc_std,min_eta_sc_mean,min_eta_sc_std,max_eta_sc_mean,max_eta_sc_std,udp_pdr_mean,udp_pdr_std,udp_latency_mean,udp_latency_std,udp_buf_drop_mean,udp_buf_drop_std,energest_cpu_mean,energest_cpu_std,energest_lpm_mean,energest_lpm_std,energest_tx_mean,energest_tx_std,energest_rx_mean,energest_rx_std,energest_total_mean,energest_total_std,power_cpu_mean,power_cpu_std,power_lpm_mean,power_lpm_std,power_tx_mean,power_tx_std,power_rx_mean,power_rx_std,power_total_mean,power_total_std
2700.4,3,586.3333333333334,95.97048157289477,53.666666666666664,10.503967504392486,123.0,30.789608636681304,763.0,129.10848151845022,2356.3333333333335,2.309401076758503,11758.666666666666,801.601106120328,11.0,0.0,60.22666666666667,22.72025601381581,149.32333333333332,43.98528428160188,97.48666666666668,19.84682678246912,0.26999999999999996,0.20223748416156684,1.6666666666666667,0.5773502691896257,74.56666666666666,20.966719660770337,100.0,0.0,100.0,0.0,100.0,0.0,57.923333333333325,4.918336439624007,536.9,72.82717006722147,414.6666666666667,110.0106055493439,137845516.0,1797137.2758261957,808987289.0,4081833.445229117,2963050.6666666665,116910.4839196782,53733693.333333336,8122275.455515058,949618905.3333334,1965951.2554741364,0.8274333333333334,0.011773841061154738,0.1393,0.0004358898943540671,0.18723333333333333,0.007708653146518742,3.0048333333333335,0.4560221522397058,4.1588,0.4736150757735653
3000.3,2,353.5,60.10407640085654,45.0,5.656854249492381,93.0,15.556349186104045,491.5,50.204581464244875,2624.0,5.656854249492381,14986.5,21.920310216782973,11.0,0.0,71.805,12.819845942912108,128.59,13.138043994446052,84.965,4.2497117549311545,0.6000000000000001,0.4525483399593904,2.0,0.0,58.2,27.011479041326112,100.0,0.0,100.0,0.0,100.0,0.0,65.325,2.6940768363207477,602.4849999999999,102.09914813552558,142.0,89.09545442950498,157470377.0,869976.1003108073,897564043.0,4585731.725778122,3559604.5,27169.163853530714,55436419.0,2196659.7426679446,1053858814.0,2725758.048545028,0.8517,0.002545584412271605,0.13925,0.0010606601717798223,0.20265,0.0020506096654409976,2.7934,0.11794541110191602,3.987,0.1185110965268655
3000.4,3,592.0,96.28603221651622,55.666666666666664,11.50362261782493,125.33333333333333,30.43572462310259,773.0,128.51459061133875,2618.0,5.5677643628300215,13346.333333333334,698.4785847349461,11.0,0.0,60.22666666666667,22.72025601381581,149.32333333333332,43.98528428160188,97.48666666666668,19.84682678246912,0.19666666666666666,0.17897858344878398,1.0,1.0,80.63333333333334,17.635286596291348,100.0,0.0,100.0,0.0,100.0,0.0,59.27333333333333,4.470842575324404,542.5933333333334,67.27880597434331,416.6666666666667,109.20317455703078,154209637.0,1894769.3833918152,900098875.6666666,4845883.684422515,3346886.3333333335,120758.60400540134,57999782.666666664,8067498.1533180615,1057753233.0,1965771.5615836445,0.831,0.011072939989000169,0.13913333333333333,0.000513160143944686,0.18983333333333333,0.007129048557369585,2.9118333333333335,0.4066779602256965,4.071833333333333,0.4232912157526226
3300.3,1,321.0,0.0,43.0,0.0,104.0,0.0,468.0,0.0,2892.0,0.0,16721.0,0.0,11.0,0.0,62.74,0.0,137.88,0.0,81.96,0.0,0.32,0.0,1.0,0.0,68.2,0.0,100.0,0.0,100.0,0.0,100.0,0.0,67.22,0.0,540.25,0.0,81.0,0.0,173170724.0,0.0,992623864.0,0.0,3959461.0,0.0,61296851.0,0.0,1162030225.0,0.0,0.8494,0.0,0.1397,0.0,0.2044,0.0,2.801,0.0,3.9946,0.0
3300.4,3,606.3333333333334,86.58714300248815,56.666666666666664,11.060440015358038,130.0,27.874719729532707,793.0,118.89911690168266,2881.0,7.0,14919.333333333334,644.7219038727732,11.0,0.0,60.22666666666667,22.72025601381581,149.32333333333332,43.98528428160188,97.48666666666668,19.84682678246912,0.20333333333333334,0.19218047073866099,1.3333333333333333,0.5773502691896257,81.83333333333333,15.917705027212097,100.0,0.0,100.0,0.0,100.0,0.0,60.07,4.104789885000206,534.99,63.760844567806664,418.3333333333333,108.42662649613946,170751278.0,1727345.6467551594,991706946.3333334,4976423.466875215,3732645.6666666665,121542.80207537315,62283740.333333336,8121018.442269562,1165890700.6666667,1965594.0120977,0.8348,0.009392017887546848,0.13906666666666667,0.0005033222956847164,0.19210000000000002,0.0064861390672726095,2.8368333333333333,0.3712993446443628,4.0028,0.38537172963257155
3300.5,1,420.0,0.0,50.0,0.0,87.0,0.0,557.0,0.0,2880.0,0.0,16500.0,0.0,11.0,0.0,80.87,0.0,119.3,0.0,87.97,0.0,0.28,0.0,1.0,0.0,71.8,0.0,100.0,0.0,100.0,0.0,100.0,0.0,63.83,0.0,666.74,0.0,207.0,0.0,175036004.0,0.0,985508414.0,0.0,3929271.0,0.0,58243859.0,0.0,1163923650.0,0.0,0.8572,0.0,0.1384,0.0,0.2026,0.0,2.6572,0.0,3.8554,0.0
3600.3,1,369.0,0.0,46.0,0.0,104.0,0.0,519.0,0.0,3155.0,0.0,18282.0,0.0,11.0,0.0,62.74,0.0,137.88,0.0,81.96,0.0,0.37,0.0,2.0,0.0,71.8,0.0,100.0,0.0,100.0,0.0,100.0,0.0,67.15,0.0,540.06,0.0,85.0,0.0,190304377.0,0.0,1083622887.0,0.0,4350039.0,0.0,65754502.0,0.0,1270162901.0,0.0,0.854,0.0,0.1395,0.0,0.2055,0.0,2.7489,0.0,3.9479,0.0
3600.4,3,621.6666666666666,105.6708726818007,59.333333333333336,10.503967504392486,135.0,33.421549934136806,816.0,145.0206881793077,3142.0,7.0,16517.0,653.3903886651532,11.0,0.0,60.22666666666667,22.72025601381581,149.32333333333332,43.98528428160188,97.48666666666668,19.84682678246912,0.2733333333333334,0.1361371857110809,1.6666666666666667,0.5773502691896257,76.66666666666667,12.400134407873704,100.0,0.0,100.0,0.0,100.0,0.0,60.5,3.7192875661879112,531.9499999999999,66.65248457484537,421.3333333333333,109.43643512712453,187403239.66666666,2089132.2674293108,1083859679.0,4338397.845149635,4113842.3333333335,125264.36605967929,66585940.0,8133753.452963582,1274026077.3333333,1963791.9183946992,0.8384666666666667,0.010136238618606684,0.1391,0.0003464101615137854,0.19376666666666667,0.006087144924620515,2.7753333333333337,0.3403186203153353,3.946633333333333,0.355123532497261
3600.5,1,426.0,0.0,51.0,0.0,91.0,0.0,568.0,0.0,3149.0,0.0,18086.0,0.0,11.0,0.0,80.87,0.0,119.3,0.0,87.97,0.0,0.53,0.0,2.0,0.0,59.1,0.0,100.0,0.0,100.0,0.0,100.0,0.0,63.77,0.0,665.38,0.0,208.0,0.0,191364631.0,0.0,1077218958.0,0.0,4313834.0,0.0,62536832.0,0.0,1272054813.0,0.0,0.8575,0.0,0.1385,0.0,0.2035,0.0,2.6105,0.0,3.8099,0.0
3900.4,1,549.0,0.0,50.0,0.0,99.0,0.0,698.0,0.0,3408.0,0.0,17401.0,0.0,11.0,0.0,83.54,0.0,187.97,0.0,108.34,0.0,0.12,0.0,1.0,0.0,88.2,0.0,100.0,0.0,100.0,0.0,100.0,0.0,57.15,0.0,537.4,0.0,548.0,0.0,201572228.0,0.0,1180502732.0,0.0,4348373.0,0.0,63572025.0,0.0,1384120940.0,0.0,0.8301,0.0,0.1394,0.0,0.1885,0.0,2.4389,0.0,3.5969,0.0
