# avg_va
# 10-min intervals, n=5 runs, mean +- std
# columns:  time_min   mean   std   n_runs
      10          16.0140           2.0864   5
      20          22.2660           3.1375   5
      30          33.6780           4.2827   5
      40          46.0200           5.7050   5
      50          58.3120           7.3141   5
      60          70.7980           8.9020   5
