# power_tx
# 10-min intervals, n=5 runs, mean +- std
# columns:  time_min   mean   std   n_runs
      10           0.1194           0.0259   5
      20           0.1806           0.0217   5
      30           0.2103           0.0162   5
      40           0.2262           0.0128   5
      50           0.2355           0.0114   5
      60           0.2418           0.0102   5
