# power_cpu
# 10-min intervals, n=5 runs, mean +- std
# columns:  time_min   mean   std   n_runs
      10           0.4106           0.0235   5
      20           0.5020           0.0290   5
      30           0.5519           0.0259   5
      40           0.5784           0.0200   5
      50           0.5937           0.0172   5
      60           0.6028           0.0160   5
