# adhoc_tx
# 10-min intervals, n=5 runs, mean +- std
# columns:  time_min   mean   std   n_runs
      10        1463.8000           3.8341   5
      20        2942.6000          10.8766   5
      30        4417.0000          11.7260   5
      40        5894.0000           9.6695   5
      50        7370.2000           9.2574   5
