# latency
# 10-min intervals, n=5 runs, mean +- std
# columns:  time_min   mean   std   n_runs
      10        1065.1920          89.1090   5
      20        1158.3980          95.7571   5
      30        1126.8180         108.0538   5
      40        1110.6140         109.0157   5
      50        1098.5320         104.0599   5
