# pdr
# 10-min intervals, n=5 runs, mean +- std
# columns:  time_min   mean   std   n_runs
      10          23.7560          10.2524   5
      20          35.1620           9.1011   5
      30          40.3100           6.8520   5
      40          43.3800           5.2742   5
      50          45.0240           3.9849   5
      60          46.6740           3.5815   5
