# power_total
# 10-min intervals, n=5 runs, mean +- std
# columns:  time_min   mean   std   n_runs
      10          27.9185           1.8081   5
      20          20.1236           1.6365   5
      30          14.9576           1.6328   5
      40          12.2909           1.4612   5
      50          10.6363           1.0128   5
      60           9.4490           0.8261   5
