# power_cpu
# 10-min intervals, n=5 runs, mean +- std
# columns:  time_min   mean   std   n_runs
      10           0.3722           0.0185   5
      20           0.4436           0.0418   5
      30           0.5160           0.0422   5
      40           0.5633           0.0358   5
      50           0.5929           0.0254   5
      60           0.6160           0.0197   5
