run_index,seed,pdr,latency,dao_pdr,p6_add,p6_del,p6_succ,p6_fail,p6_total,dio_tx,dio_rx,net_conv,avg_va,avg_eta,rpl_total,adhoc_tx,power_on
1,190936,41.6,1169.15,,,,,,,,,,,0.0,11342,0,
2,660583,46.34,1269.41,,,,,,,,,,,0.0,10932,0,
3,267738,42.46,1247.18,,,,,,,,,,,0.0,10501,0,
4,276869,38.53,1212.33,,,,,,,,,,,0.0,10496,0,
5,681098,47.48,1411.46,,,,,,,,,,,0.0,9130,0,
