# power_rx
# 10-min intervals, n=5 runs, mean +- std
# columns:  time_min   mean   std   n_runs
      10          24.8544           1.2168   5
      20          16.8732           2.8445   5
      30          12.7662           2.4910   5
      40          10.1043           1.8835   5
      50           8.4922           1.4956   5
      60           7.4688           1.2948   5
