# power_lpm
# 10-min intervals, n=5 runs, mean +- std
# columns:  time_min   mean   std   n_runs
      10           0.1534           0.0005   5
      20           0.1511           0.0015   5
      30           0.1493           0.0011   5
      40           0.1478           0.0007   5
      50           0.1468           0.0004   5
      60           0.1463           0.0002   5
