# latency
# 10-min intervals, n=5 runs, mean +- std
# columns:  time_min   mean   std   n_runs
      10        1037.6040         313.6239   5
      20        1372.9460         284.8622   5
      30        1269.2760         159.9979   5
      40        1218.9860         127.8715   5
      50        1192.3120         134.1598   5
      60        1177.3500         134.1241   5
